,age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,impuslive,ss,chocolate
494,-0.95197,-0.48246,-0.05921,-0.28519,0.1144,-1.1943,-0.43999,0.44585,0.59042,0.12331,-1.37983,-0.21575,user
495,1.82213,-0.48246,-0.61113,-0.57009,-0.31685,-0.79151,0.16767,0.58331,0.59042,0.93949,-1.37983,-0.52593,user
496,-0.07854,-0.48246,1.16365,0.96082,-0.31685,0.04257,1.2861,2.90161,-0.60633,-0.00665,-0.71126,0.07987,user
497,-0.07854,-0.48246,-1.7379,-0.28519,-0.31685,-0.05188,-0.57545,0.88309,0.43852,-0.78155,-0.21712,0.07987,user
498,1.82213,0.48246,-0.61113,0.96082,-0.31685,1.37297,-0.69509,1.43533,-0.15487,-1.92173,0.88113,1.2247,user
499,0.49788,0.48246,-0.05921,0.21128,-0.31685,0.04257,0.47617,-0.84732,-0.76096,1.13407,0.52975,0.7654,user
500,-0.07854,0.48246,-0.05921,0.96082,-0.31685,-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,0.88113,-2.07848,user
501,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-1.55078,0.63779,-0.31776,-0.60633,-0.27607,0.52975,0.7654,user
502,1.82213,0.48246,-0.05921,0.24923,-0.31685,0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.7654,user
503,0.49788,-0.48246,-1.7379,0.96082,-0.31685,-0.05188,0.00332,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,user
504,1.09449,-0.48246,-0.05921,-0.28519,-0.31685,0.41667,0.47617,0.29338,-1.07533,-1.13788,0.88113,0.07987,user
505,0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.46725,0.63779,0.88309,-0.76096,0.58489,0.19268,0.07987,user
506,-0.07854,-0.48246,0.45468,0.96082,-0.31685,0.13606,-0.30033,-0.97631,-1.34289,-0.00665,0.19268,-0.52593,user
507,0.49788,-0.48246,-1.7379,0.96082,-0.31685,1.49158,-1.09207,-1.11902,-1.772,-0.78155,-0.71126,0.07987,user
508,0.49788,0.48246,1.16365,-0.28519,-0.31685,-1.05308,1.11406,-0.31776,0.28783,0.12331,-1.37983,-0.52593,user
509,0.49788,-0.48246,0.45468,0.96082,-0.31685,0.04257,0.96248,-0.58331,-0.30172,-0.40581,0.52975,-0.21575,user
510,1.09449,0.48246,1.16365,0.96082,-0.31685,0.41667,0.47617,-0.17779,-0.15487,0.25953,-0.21712,-1.18084,user
511,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.41667,0.47617,0.58331,0.13136,-1.0145,1.86203,0.40148,user
512,1.82213,-0.48246,-1.7379,-0.57009,-0.31685,-0.14882,-0.30033,-0.17779,0.76096,0.41594,-0.21712,-0.21575,user
513,0.49788,-0.48246,-1.7379,0.96082,-0.31685,0.91093,-0.30033,-1.55521,-0.45321,-0.27607,-0.21712,-0.21575,user
514,-0.95197,0.48246,-1.43719,-0.57009,-0.31685,-1.43907,1.93886,0.44585,0.13136,0.25953,0.88113,1.92173,user
515,0.49788,0.48246,-1.7379,0.96082,-0.31685,-0.14882,0.16767,-0.71727,-1.6209,0.25953,-0.21712,-0.52593,user
516,-0.07854,0.48246,1.16365,0.96082,-0.31685,0.31287,-0.15487,0.29338,-0.45321,0.93949,-0.71126,-0.21575,user
517,-0.07854,-0.48246,-0.05921,-0.28519,-0.31685,0.52135,-0.57545,0.14143,-0.15487,-0.78155,0.52975,1.2247,user
518,-0.07854,-0.48246,1.16365,0.96082,-0.31685,-0.14882,0.32197,-1.27553,1.11406,1.81175,0.52975,1.2247,user
519,0.49788,0.48246,0.45468,0.96082,-0.31685,0.22393,-0.30033,-0.97631,-0.76096,0.93949,-1.37983,-2.07848,user
520,1.09449,0.48246,-1.7379,-0.09765,-0.31685,0.62967,-0.30033,-0.84732,-0.45321,0.12331,-0.71126,-1.18084,user
521,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.04257,0.32197,-0.01928,-1.34289,-0.14277,0.52975,0.07987,user
522,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.24649,0.47617,-0.17779,-0.76096,-1.25773,0.19268,0.07987,user
523,0.49788,0.48246,-2.43591,0.96082,-0.31685,0.13606,-0.80615,-1.82919,0.13136,0.41594,-1.37983,-2.07848,user
524,1.09449,0.48246,0.45468,-0.09765,-0.31685,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987,user
525,1.82213,-0.48246,-1.22751,0.96082,-0.31685,-1.86962,0.47617,-1.11902,-0.01729,0.41594,-0.71126,-0.52593,user
526,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,0.91093,-1.37639,-0.31776,-1.92595,-1.38502,0.88113,0.07987,user
527,0.49788,-0.48246,1.98437,0.96082,-0.31685,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,user
528,-0.07854,0.48246,-0.05921,0.96082,-0.31685,0.73545,1.11406,-0.01928,-0.01729,-0.00665,-0.21712,1.2247,user
529,1.82213,-0.48246,0.45468,0.96082,-0.31685,0.91093,0.00332,0.58331,-1.92595,0.58489,-0.21712,-1.18084,user
530,1.09449,-0.48246,0.45468,0.96082,-0.31685,1.02119,-1.50796,-0.71727,0.28783,-0.89891,-0.21712,0.7654,user
531,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.24649,0.16767,-0.71727,1.61108,1.13407,0.19268,-1.18084,user
532,-0.07854,-0.48246,1.16365,0.96082,-0.31685,-0.34799,-0.15487,-0.71727,-1.6209,-0.65253,0.52975,0.07987,user
533,0.49788,0.48246,1.16365,0.96082,-0.31685,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,user
534,-0.07854,0.48246,0.45468,-0.57009,-0.31685,0.91093,0.00332,0.88309,-2.07848,-0.52745,0.19268,-0.21575,user
535,-0.95197,0.48246,0.45468,0.96082,-0.31685,1.37297,0.80523,-0.97631,0.94156,-0.65253,0.52975,0.07987,user
536,1.09449,0.48246,-0.61113,0.96082,-0.50212,0.73545,-0.30033,-1.27553,0.76096,-0.89891,-1.37983,-1.54858,user
537,0.49788,0.48246,0.45468,0.96082,-0.31685,1.13281,-0.30033,-0.01928,0.59042,0.58489,0.19268,0.40148,user
538,1.09449,-0.48246,1.16365,0.96082,-0.31685,-1.32828,1.2861,-0.17779,0.59042,1.81175,-2.55524,-1.18084,user
539,1.09449,0.48246,0.45468,0.96082,-0.31685,-1.05308,0.32197,-0.17779,-0.91699,0.12331,-1.37983,-1.54858,user
540,1.09449,0.48246,0.45468,-0.28519,-1.10702,0.22393,0.80523,-0.01928,0.76096,0.41594,0.19268,0.07987,user
541,0.49788,-0.48246,-1.43719,0.96082,-0.31685,0.73545,0.80523,0.88309,-1.21213,-1.0145,0.19268,1.2247,user
542,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.82562,0.63779,-0.97631,-0.76096,0.25953,-0.21712,-0.21575,user
543,-0.95197,0.48246,-1.7379,0.96082,-0.31685,1.23461,-0.57545,-0.71727,-0.76096,-1.0145,1.29221,-0.21575,user
544,0.49788,0.48246,-0.05921,0.96082,-0.31685,1.60383,0.16767,-0.45174,0.59042,-0.78155,-0.71126,-0.21575,user
545,1.09449,0.48246,-0.61113,-0.57009,-0.31685,-0.92104,-0.43999,0.88309,3.15735,-0.00665,-1.37983,-1.18084,user
546,-0.07854,0.48246,1.16365,0.96082,-0.31685,-1.86962,-0.69509,-0.97631,-0.45321,2.04506,-1.37983,-0.84637,user
547,-0.95197,-0.48246,0.45468,0.96082,-0.31685,1.23461,-0.43999,0.14143,0.13136,-1.78169,0.52975,-1.18084,user
548,-0.07854,0.48246,1.16365,-0.28519,-0.31685,-1.1943,1.11406,0.14143,-0.60633,-0.14277,-0.21712,-0.84637,non-user
549,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.14882,-0.43999,-1.42424,0.76096,1.30612,-1.37983,-0.52593,user
550,0.49788,0.48246,1.16365,0.96082,-0.31685,-0.79151,1.2861,0.14143,-1.07533,1.13407,-0.21712,1.2247,user
551,-0.95197,0.48246,1.16365,0.96082,-0.31685,1.72012,-1.50796,-0.17779,0.76096,0.25953,-0.21712,-1.18084,user
552,-0.07854,0.48246,1.16365,-0.28519,-0.22166,1.02119,-1.92173,-0.45174,-0.01729,0.41594,-0.71126,-2.07848,user
553,-0.07854,0.48246,1.98437,0.96082,-0.31685,0.62967,0.47617,-0.45174,-0.01729,1.30612,0.52975,0.07987,user
554,1.09449,0.48246,1.16365,0.96082,-0.31685,0.22393,-0.94779,-1.11902,-0.01729,0.93949,-0.71126,-1.18084,user
555,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.14882,-0.30033,0.29338,-0.15487,0.25953,-1.37983,-0.52593,user
556,-0.07854,0.48246,0.45468,0.96082,-0.31685,-1.69163,0.96248,-0.17779,1.45039,1.30612,-0.71126,-0.21575,user
557,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.46725,-0.15487,-0.58331,0.94156,-0.14277,1.29221,1.2247,user
558,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.79151,0.00332,0.44585,0.28783,1.13407,0.19268,-0.52593,user
559,-0.95197,0.48246,0.45468,0.96082,-0.31685,1.02119,0.16767,-0.71727,0.28783,0.41594,-0.71126,-0.52593,user
560,0.49788,0.48246,0.45468,0.96082,-0.31685,0.62967,0.63779,0.44585,-1.07533,0.7583,-0.21712,-0.21575,user
561,0.49788,0.48246,1.16365,0.96082,0.1144,2.61139,0.47617,-1.55521,-0.30172,1.46191,-0.21712,-0.84637,user
562,-0.07854,0.48246,1.16365,0.96082,-0.31685,0.82562,0.32197,-0.58331,-1.772,-0.27607,0.19268,0.07987,user
563,1.09449,0.48246,-0.61113,0.96082,-0.31685,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,1.86203,-0.84637,user
564,1.09449,0.48246,1.16365,0.96082,-0.31685,0.31287,-0.80615,0.14143,0.59042,-0.78155,-0.71126,-0.84637,user
565,-0.95197,0.48246,0.45468,0.96082,-0.31685,0.91093,1.11406,-0.97631,0.94156,0.58489,-1.37983,-1.18084,user
566,-0.95197,-0.48246,0.45468,0.96082,-0.31685,1.8399,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987,user
567,0.49788,-0.48246,1.16365,0.96082,-0.31685,1.02119,-0.80615,-0.17779,-0.30172,-0.00665,-0.21712,-0.21575,user
568,0.49788,0.48246,1.98437,0.96082,-0.31685,-0.34799,0.80523,-0.17779,-0.91699,2.63199,-0.71126,-0.52593,user
569,0.49788,0.48246,-0.05921,-0.09765,-0.31685,0.22393,1.11406,-1.11902,-1.772,-0.40581,0.52975,0.7654,user
570,-0.95197,0.48246,1.16365,0.96082,-0.31685,-1.69163,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,user
571,0.49788,-0.48246,-0.05921,0.96082,-0.31685,1.23461,-1.23177,-1.68062,-1.07533,-0.65253,1.86203,0.07987,user
572,1.82213,0.48246,-0.61113,-0.57009,-0.31685,-0.92104,0.96248,0.44585,-0.60633,-0.40581,0.52975,-0.21575,user
573,0.49788,0.48246,0.45468,0.96082,-0.31685,2.127,-1.50796,-1.82919,0.59042,-1.78169,-0.71126,-1.54858,user
574,0.49788,-0.48246,-1.7379,0.96082,-0.31685,-1.86962,0.80523,-1.55521,-0.45321,1.13407,-0.21712,0.07987,user
575,-0.07854,0.48246,1.16365,0.96082,0.1144,0.82562,0.32197,0.14143,0.59042,0.93949,-0.71126,-0.52593,user
576,-0.07854,0.48246,0.45468,0.96082,-0.31685,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,user
577,1.09449,0.48246,1.16365,0.96082,-0.31685,1.02119,-0.15487,0.29338,1.11406,1.46191,-1.37983,-1.54858,user
578,-0.95197,0.48246,1.16365,0.96082,-0.31685,-0.14882,0.80523,0.58331,0.13136,0.7583,-0.21712,-0.21575,user
579,0.49788,0.48246,-0.61113,0.96082,-0.31685,-1.1943,0.00332,-1.11902,-0.01729,-1.92173,1.86203,-0.21575,user
580,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.92104,1.58487,0.44585,-0.30172,-0.65253,0.88113,0.7654,user
581,0.49788,0.48246,-0.05921,0.96082,-0.31685,0.31287,1.2861,1.65653,-0.30172,0.93949,0.52975,0.07987,user
582,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.62967,0.00332,-0.58331,0.43852,-0.40581,-0.21712,1.2247,user
583,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.24649,0.16767,-0.31776,-1.21213,0.7583,1.29221,0.40148,user
584,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,0.73545,-0.57545,1.24033,-1.07533,-0.27607,0.52975,0.40148,user
585,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.31287,0.32197,-0.31776,0.76096,-1.78169,0.19268,0.7654,user
586,-0.07854,0.48246,-1.7379,0.96082,-0.31685,-0.46725,1.58487,0.44585,0.94156,0.12331,-0.21712,0.07987,user
587,1.82213,0.48246,-0.61113,-0.57009,-0.31685,-1.32828,-0.15487,0.29338,-0.91699,0.41594,0.52975,0.07987,user
588,0.49788,-0.48246,-2.43591,0.96082,-0.31685,-0.58016,0.00332,-0.58331,-0.60633,0.58489,-0.21712,0.40148,user
589,0.49788,0.48246,0.45468,0.96082,-0.31685,0.41667,-0.43999,-0.31776,-1.6209,1.63088,-0.21712,-0.84637,user
590,0.49788,0.48246,-0.05921,-0.57009,-0.31685,-2.75696,0.96248,0.14143,0.43852,2.04506,-0.71126,-0.21575,user
591,-0.07854,-0.48246,-0.05921,-0.28519,-0.22166,-0.05188,0.96248,-0.01928,0.59042,0.58489,0.19268,0.7654,user
592,0.49788,-0.48246,-1.7379,0.96082,-0.31685,-0.34799,-0.57545,-0.58331,-1.21213,-0.65253,1.29221,0.7654,user
593,1.09449,-0.48246,-0.05921,-0.28519,-0.31685,0.31287,0.16767,-0.45174,-1.34289,0.41594,-0.21712,0.7654,user
594,-0.95197,-0.48246,-1.7379,0.96082,-0.31685,-1.43907,0.80523,0.7233,0.94156,0.93949,0.52975,1.2247,user
595,1.82213,0.48246,-0.05921,0.24923,-0.31685,-0.34799,-0.43999,-0.31776,-0.76096,0.58489,0.88113,1.2247,user
596,1.09449,0.48246,-0.05921,-0.57009,-0.31685,0.04257,0.16767,-0.58331,0.43852,0.25953,-0.21712,-0.52593,user
597,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.52135,-0.15487,0.29338,-0.01729,-0.89891,0.52975,0.40148,user
598,1.09449,0.48246,1.16365,0.96082,-0.31685,0.73545,-0.57545,-0.58331,1.81866,0.12331,-0.71126,-1.18084,user
599,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.02119,1.11406,0.7233,0.13136,-1.0145,1.86203,1.2247,user
600,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.52135,-1.6334,-1.11902,-2.07848,0.58489,0.52975,1.2247,user
601,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.98437,-0.94779,0.7233,-0.60633,-1.0145,0.52975,0.7654,user
602,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,-0.67825,-0.80615,-0.45174,-1.47955,0.12331,-0.71126,-0.21575,user
603,0.49788,0.48246,-0.61113,-0.57009,-0.31685,0.41667,0.32197,0.29338,0.94156,0.41594,-0.71126,-0.52593,user
604,1.82213,0.48246,1.16365,-0.57009,-0.31685,-2.52197,1.11406,1.88511,1.2861,-1.0145,-0.71126,-0.52593,user
605,-0.95197,-0.48246,0.45468,0.96082,-0.31685,-0.46725,0.00332,-1.11902,1.45039,-0.78155,-0.21712,1.2247,user
606,1.09449,-0.48246,-0.61113,-0.57009,-0.31685,-0.05188,0.00332,0.88309,2.03972,-0.14277,-0.71126,0.07987,user
607,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-1.69163,1.2861,1.24033,0.13136,1.13407,0.52975,1.92173,user
608,1.82213,0.48246,-0.05921,0.24923,-0.31685,1.23461,-0.80615,-1.42424,1.11406,-1.5184,1.86203,-0.21575,user
609,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,-0.92104,0.96248,0.88309,0.13136,-0.65253,0.19268,1.92173,user
610,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.67825,0.32197,-0.58331,1.2861,0.58489,0.52975,1.2247,user
611,0.49788,-0.48246,0.45468,0.96082,-0.31685,-1.1943,0.16767,-0.17779,-0.30172,-0.40581,-0.21712,-0.52593,user
612,-0.07854,0.48246,1.16365,0.96082,-0.31685,1.98437,-0.30033,-0.31776,-1.6209,-0.65253,0.19268,0.07987,user
613,-0.07854,0.48246,-2.43591,-0.57009,-0.31685,-0.24649,0.63779,-0.71727,-0.91699,0.25953,1.29221,-0.21575,user
614,0.49788,0.48246,1.16365,0.96082,-0.31685,0.13606,-0.15487,-0.45174,0.76096,-0.27607,0.88113,1.2247,user
615,1.09449,0.48246,-0.61113,-0.57009,-0.31685,1.02119,0.16767,-0.17779,-0.60633,-1.0145,1.29221,1.2247,user
616,1.09449,-0.48246,-0.05921,0.21128,-0.31685,-0.92104,1.2861,-0.31776,-0.60633,0.7583,-0.71126,0.07987,user
617,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.05188,1.11406,0.88309,0.13136,-0.00665,0.52975,0.07987,user
618,1.82213,-0.48246,1.16365,0.96082,-0.31685,-0.67825,-0.94779,0.7233,-0.91699,0.58489,-1.37983,-0.84637,user
619,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,0.52135,-1.37639,-0.45174,1.45039,-1.78169,1.29221,0.40148,user
620,0.49788,-0.48246,1.16365,0.96082,-0.31685,-0.92104,0.63779,-0.17779,-1.34289,0.25953,0.88113,0.40148,user
621,0.49788,0.48246,1.16365,0.96082,-0.31685,-0.14882,0.47617,-0.31776,0.28783,1.63088,-0.71126,-1.54858,user
622,1.09449,0.48246,1.16365,0.96082,-0.31685,-0.34799,0.00332,-0.45174,-0.30172,-1.38502,1.86203,-0.52593,user
623,0.49788,0.48246,1.98437,0.96082,-0.31685,0.04257,0.00332,-1.27553,-0.01729,0.25953,-1.37983,-0.21575,user
624,0.49788,0.48246,-0.05921,0.96082,-0.31685,-0.34799,-0.57545,-0.58331,-0.91699,0.25953,-0.71126,-1.54858,user
625,0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.05188,-0.43999,-0.84732,-0.45321,0.41594,-0.21712,-0.21575,user
626,0.49788,-0.48246,1.98437,0.96082,-0.31685,-1.69163,-0.94779,-1.55521,1.81866,0.58489,-2.55524,-0.84637,user
627,-0.07854,0.48246,1.98437,0.96082,-0.31685,1.23461,-1.09207,-1.27553,1.61108,0.25953,-1.37983,-1.54858,user
628,1.09449,0.48246,1.98437,0.96082,-0.22166,-0.46725,0.47617,0.58331,0.28783,-0.14277,-0.21712,-2.07848,user
629,0.49788,0.48246,1.98437,0.96082,-0.31685,0.52135,-0.30033,1.65653,0.28783,1.13407,-1.37983,-2.07848,user
630,-0.95197,0.48246,0.45468,0.96082,-0.31685,0.41667,-0.15487,-0.31776,2.23427,1.13407,-1.37983,-0.52593,user
631,-0.95197,0.48246,0.45468,0.96082,-0.31685,1.23461,-0.43999,-1.27553,-0.91699,0.7583,-1.37983,-2.07848,user
632,-0.07854,0.48246,1.16365,0.96082,-0.31685,-0.67825,1.74091,0.44585,0.13136,0.25953,-0.71126,0.07987,user
633,0.49788,0.48246,1.98437,0.96082,-0.31685,1.23461,0.16767,-0.01928,-1.07533,-0.65253,-0.21712,1.2247,user
634,0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.79151,-0.30033,-0.17779,1.11406,-0.52745,-0.71126,0.07987,user
635,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.67825,0.32197,-0.45174,0.43852,-0.00665,0.19268,-0.21575,user
636,0.49788,0.48246,-0.05921,0.24923,-0.31685,-0.34799,0.16767,-0.97631,0.76096,0.41594,-1.37983,-1.18084,user
637,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,-0.71126,0.07987,user
638,-0.07854,-0.48246,-1.7379,0.96082,-0.31685,-0.24649,1.74091,0.88309,1.2861,0.41594,0.52975,1.92173,user
639,1.09449,-0.48246,0.45468,0.96082,-0.31685,-0.14882,-0.69509,0.44585,0.13136,-0.14277,-0.21712,-0.52593,user
640,0.49788,-0.48246,1.16365,0.96082,-0.31685,-0.67825,0.96248,0.88309,2.23427,1.81175,-0.21712,0.40148,user
641,-0.07854,0.48246,1.16365,0.96082,-1.10702,-1.05308,0.63779,-0.31776,1.2861,1.30612,-0.71126,0.40148,user
642,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,0.22393,-0.30033,-1.68062,0.59042,-0.65253,-0.21712,0.07987,user
643,1.09449,-0.48246,0.45468,0.96082,-0.31685,0.04257,-0.30033,-0.31776,-0.76096,-0.40581,1.29221,-0.52593,user
644,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.46725,-0.15487,-0.31776,-0.15487,0.7583,-0.21712,-0.52593,user
645,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-1.43907,1.45421,1.06238,-1.6209,0.93949,-0.71126,0.40148,user
646,0.49788,0.48246,1.16365,-0.57009,-0.31685,1.13281,0.16767,1.06238,2.03972,-1.0145,1.29221,1.92173,user
647,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.14882,0.80523,-1.27553,-0.01729,2.04506,0.19268,-1.18084,user
648,1.09449,0.48246,1.16365,0.96082,-0.31685,-0.46725,2.127,2.44904,1.61108,0.12331,1.29221,0.40148,user
649,-0.07854,-0.48246,1.16365,0.96082,-0.31685,0.62967,0.47617,0.44585,0.59042,-1.0145,0.19268,-1.18084,non-user
650,-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,1.02119,1.2861,1.24033,-0.60633,-1.0145,0.19268,0.40148,user
651,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.67825,0.63779,-0.01928,0.13136,-0.00665,1.29221,0.40148,user
652,0.49788,0.48246,-1.7379,0.96082,-0.31685,-0.34799,0.96248,-0.71727,0.43852,1.13407,-0.71126,-0.84637,user
653,-0.07854,-0.48246,1.16365,-0.28519,0.1144,-0.46725,1.74091,-0.45174,-0.15487,-1.0145,0.52975,0.7654,user
654,1.09449,-0.48246,-0.61113,0.24923,-0.31685,1.23461,-0.57545,0.29338,-1.21213,-1.13788,1.29221,0.40148,user
655,1.09449,-0.48246,-0.05921,0.96082,-0.31685,1.13281,-1.37639,1.43533,-0.45321,-1.38502,1.86203,1.92173,user
656,-0.95197,-0.48246,1.16365,0.96082,-0.31685,0.62967,0.16767,0.44585,-0.30172,-0.52745,0.88113,0.07987,user
657,-0.07854,-0.48246,1.98437,0.21128,-0.31685,-0.79151,1.45421,1.88511,-0.91699,-0.40581,1.29221,0.40148,user
658,-0.07854,0.48246,1.16365,0.96082,-1.10702,-1.32828,0.47617,-0.01928,1.11406,0.12331,-1.37983,-1.54858,user
659,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.24649,-1.09207,-0.71727,-0.15487,1.46191,-1.37983,-0.84637,user
660,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.04257,0.16767,0.29338,2.03972,1.81175,0.52975,-1.18084,user
661,-0.07854,0.48246,1.98437,0.96082,-0.31685,1.23461,-1.23177,-0.31776,-1.34289,-1.38502,-0.21712,-0.52593,user
662,-0.95197,-0.48246,0.45468,0.96082,-0.31685,-0.34799,-0.43999,0.58331,0.28783,-0.52745,0.52975,0.7654,user
663,-0.07854,0.48246,1.98437,0.96082,-0.31685,1.13281,-0.43999,0.14143,0.28783,-0.27607,-0.71126,-0.21575,user
664,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,-2.05048,-0.30033,0.14143,-0.15487,-0.89891,0.88113,0.40148,user
665,0.49788,-0.48246,-0.61113,0.96082,-0.31685,0.91093,-0.69509,1.24033,-0.30172,0.25953,-0.21712,0.07987,user
666,1.09449,-0.48246,0.45468,0.96082,-0.31685,-1.69163,2.127,0.14143,0.28783,-0.40581,0.19268,-0.21575,user
667,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,-0.58016,0.96248,0.44585,-0.30172,-0.14277,0.19268,0.7654,user
668,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,-0.34799,0.16767,-0.45174,-0.76096,-0.40581,-2.55524,-0.52593,user
669,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.46725,0.80523,-0.01928,-0.60633,0.12331,0.88113,1.2247,user
670,-0.95197,-0.48246,0.45468,0.96082,-0.31685,-0.24649,0.00332,1.43533,0.76096,0.93949,0.52975,-0.21575,user
671,-0.95197,0.48246,-0.61113,0.96082,-0.31685,1.23461,1.11406,0.44585,0.59042,0.93949,-0.71126,0.07987,user
672,-0.95197,0.48246,1.16365,0.96082,-0.50212,0.82562,-0.69509,-0.58331,-0.60633,-1.0145,-0.71126,0.7654,user
673,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.05188,-0.30033,-0.71727,-0.76096,-0.78155,0.19268,1.2247,user
674,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,0.22393,0.00332,-1.68062,-0.15487,0.25953,0.88113,0.7654,user
675,-0.07854,-0.48246,0.45468,0.96082,-0.31685,0.52135,-0.30033,0.44585,-0.60633,-0.65253,-0.21712,-0.21575,user
676,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,2.28554,-2.11437,-0.31776,-0.01729,-2.04506,-1.37983,-1.54858,user
677,-0.95197,0.48246,-0.61113,0.96082,-0.31685,0.62967,-0.30033,-0.58331,-1.21213,1.46191,-0.71126,1.2247,user
678,1.09449,-0.48246,1.98437,0.96082,-0.31685,0.22393,-0.80615,-0.17779,-0.01729,-2.04506,-0.71126,-2.07848,user
679,0.49788,-0.48246,-0.61113,0.96082,-0.31685,-1.32828,0.00332,-1.27553,-0.60633,0.12331,0.88113,0.7654,user
680,-0.07854,-0.48246,1.16365,0.96082,-0.31685,1.37297,-1.7625,0.44585,0.28783,0.58489,-1.37983,-0.84637,user
681,0.49788,0.48246,0.45468,0.96082,-0.31685,0.52135,-0.15487,-0.45174,-0.15487,-0.65253,-1.37983,-0.52593,user
682,0.49788,0.48246,-0.05921,0.96082,-0.31685,0.91093,-0.69509,1.24033,-1.21213,-1.5184,1.29221,1.92173,user
683,-0.07854,-0.48246,0.45468,-0.09765,-0.31685,-0.34799,0.16767,0.7233,-0.45321,-0.78155,0.88113,0.40148,user
684,-0.95197,0.48246,-0.61113,0.24923,-0.31685,1.60383,0.96248,1.43533,-0.30172,-0.89891,0.88113,1.2247,user
685,1.09449,0.48246,-2.43591,-0.09765,-0.31685,-0.92104,0.63779,-0.97631,0.94156,0.25953,-1.37983,-2.07848,user
686,0.49788,-0.48246,-0.61113,-0.57009,-0.31685,1.02119,1.11406,-0.31776,-1.21213,0.58489,0.88113,1.2247,user
687,1.82213,0.48246,1.16365,0.96082,-0.31685,0.82562,-0.69509,-0.45174,-0.01729,-0.14277,1.86203,0.40148,user
688,1.82213,-0.48246,-0.61113,0.96082,-0.31685,0.41667,-0.69509,-1.42424,-1.47955,-0.14277,0.52975,-0.52593,user
689,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.14882,-0.15487,-0.97631,0.13136,0.41594,-0.71126,-0.52593,user
690,1.09449,0.48246,1.16365,0.96082,-0.31685,0.22393,-0.69509,-0.31776,-0.30172,-0.52745,-0.71126,-0.84637,user
691,0.49788,-0.48246,1.16365,0.96082,-0.31685,-1.1943,-0.30033,0.14143,0.43852,0.58489,-1.37983,-0.84637,user
